ItemCode	ItemName	ForeignName	ItemsGroupCode	CustomsGroupCode	SalesVATGroup	BarCode	VatLiable	PurchaseItem	SalesItem	InventoryItem	IncomeAccount	ExemptIncomeAccount	ExpanseAccount	Mainsupplier	SupplierCatalogNo	DesiredInventory	MinInventory	Picture	User_Text	SerialNum	CommissionPercent	CommissionSum	CommissionGroup	TreeType	AssetItem	DataExportCode	Manuacturer	ManageSerialNumbers	ManageBatchNumbers	Valid	ValidFrom	ValidTo	ValidRemarks	Frozen	FrozenFrom	FrozenTo	FrozenRemarks	SalesUnit	SalesItemsPerUnit	SalesPackagingUnit	SalesQtyPerPackUnit	SalesUnitLength	SalesLengthUnit	SalesUnitWidth	SalesWidthUnit	SalesUnitHeight	SalesHeightUnit	SalesUnitVolume	SalesVolumeUnit	SalesUnitWeight	SalesWeightUnit	PurchaseUnit	PurchaseItemsPerUnit	PurchasePackagingUnit	PurchaseQtyPerPackUnit	PurchaseUnitLength	PurchaseLengthUnit	PurchaseUnitWidth	PurchaseWidthUnit	PurchaseUnitHeight	PurchaseHeightUnit	PurchaseUnitVolume	PurchaseVolumeUnit	PurchaseUnitWeight	PurchaseWeightUnit	PurchaseVATGroup	SalesFactor1	SalesFactor2	SalesFactor3	SalesFactor4	PurchaseFactor1	PurchaseFactor2	PurchaseFactor3	PurchaseFactor4	ForeignRevenuesAccount	ECRevenuesAccount	ForeignExpensesAccount	ECExpensesAccount	AvgStdPrice	DefaultWarehouse	ShipType	GLMethod	TaxType	MaxInventory	ManageStockByWarehouse	PurchaseHeightUnit1	PurchaseUnitHeight1	PurchaseLengthUnit1	PurchaseUnitLength1	PurchaseWeightUnit1	PurchaseUnitWeight1	PurchaseWidthUnit1	PurchaseUnitWidth1	SalesHeightUnit1	SalesUnitHeight1	SalesLengthUnit1	SalesUnitLength1	SalesWeightUnit1	SalesUnitWeight1	SalesWidthUnit1	SalesUnitWidth1	ForceSelectionOfSerialNumber	ManageSerialNumbersOnReleaseOnly	WTLiable	CostAccountingMethod	SWW	WarrantyTemplate	IndirectTax	ArTaxCode	ApTaxCode	BaseUnitName	ItemCountryOrg	IssueMethod	SRIAndBatchManageMethod	IsPhantom	InventoryUOM	PlanningSystem	ProcurementMethod	OrderIntervals	OrderMultiple	LeadTime	MinOrderQuantity	ItemType	ItemClass	OutgoingServiceCode	IncomingServiceCode	ServiceGroup	NCMCode	MaterialType	MaterialGroup	ProductSource	Properties1	Properties2	Properties3	Properties4	Properties5	Properties6	Properties7	Properties8	Properties9	Properties10	Properties11	Properties12	Properties13	Properties14	Properties15	Properties16	Properties17	Properties18	Properties19	Properties20	Properties21	Properties22	Properties23	Properties24	Properties25	Properties26	Properties27	Properties28	Properties29	Properties30	Properties31	Properties32	Properties33	Properties34	Properties35	Properties36	Properties37	Properties38	Properties39	Properties40	Properties41	Properties42	Properties43	Properties44	Properties45	Properties46	Properties47	Properties48	Properties49	Properties50	Properties51	Properties52	Properties53	Properties54	Properties55	Properties56	Properties57	Properties58	Properties59	Properties60	Properties61	Properties62	Properties63	Properties64	AutoCreateSerialNumbersOnRelease	DNFEntry	GTSItemSpec	GTSItemTaxCategory	U_u_familiaa	U_SubFamilia	U_Marca
11001385129	TERM REUSABLE 3/8X13/32 P/MANG	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				1100	1	38
11001385130	TERM REUSABLE MACHO 3/8X3/8	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				1100	1	38
11001385131	TERM REUSABLE MACHO  DE 1/4 X 1/4	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				1100	1	38
11001385132	TERM REUSABLE MACHO DE 1/4 X 3/8	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				1100	1	38
11001385133	"TERMINAL REUSABLE MACHO 3/4"" X 1"""	"TERMINAL REUSABLE MACHO 3/4"" X 1"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001265134	TERM HEMB JIC 90° 1/2 MANG 3/8 CONTINENTAL E06-08FJ90M	B2-JCFX90-0608	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265135	TERM HEMB JIC 90° 3/8 MANG 3/8 CONTINENTAL E06-06FJ90M	B2-JCFX90-0606	110				tYES	tYES	tYES	tYES					NULL		1								tNO			tNO	tNO									UND														UND																														W		33	tNO																															UND																																																																																				1100	1	26
11001265136	TERM HEMB JIC 45° 3/8 MANG 3/8 CONTINENTAL E06-06FJ45	B2-JCFX45-0606	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		2	tNO																															UND																																																																																				1100	1	26
11001265137	TERM HEMB JIC 45° 1/2 MANG 3/8 CONTINENTAL E06-08FJ45	B2-JCFX45-0608	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265138	TERM HEMB JIC 90° CUELLO-LGO3/8MANG1/4 C0NTINENTAL E04-06FJ90L	B2--JCFX90L-0406	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265139	TERM HEMB JIC 90° CUELLO-LGO1/2MANG1/2 CONTINENTAL E08-08FJ90L	B2-JCFX90L-0808	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265140	TERM HEMB JIC RECTO 1/2 MANG 1/2 CONTINENTAL E08-08FJ	B2-JCFX-0808	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265141	TERM MACHO JIC RECTO 1 MANG 3/4 CONTINENTAL E12-16MJ	B2-JCM-1216	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									FT														FT																														W		0	tYES																															FT																																																																																				1100	1	26
11001265142	TERM MACHO JIC RECTO 3/4 MANG 3/4 CONTINENTAL E12-12MJ	B2-JCM-1212	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265143	TERM HEMB JIC RECTO 3/4 MANG 5/8  CONTINENTAL / E10-12FJ	B2-JCFX-1012	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265144	TERM HEMB JIC RECTO 5/8 MANG 1/2 CONTINENTAL E08-10FJ	B2-JCFX-0810	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265145	TERM HEMB JIC RECTO 3/8 MANG 3/8 CONTINENTAL E06-06FJ	B2-JCFX-0606	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265146	TERM HEMB JIC RECTO 3/4 MANG 3/4 CONTINENTAL E12-16FJ	B2-JCFX-1216	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265147	TERM.HEMB.RECTO 1/2 MANG 3/8 JIC CONTINENTAL E06-08FJ	B2-JCFX-0608	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001265148	TERM HEMB S-PLNO 45° 1/2 MANG 5/8  F CONTINENTAL E08-10FF45   B2-0FFX45-0810	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	26
11001385149	"TERM REUSABLE MACHO JIC 1""X1"""	"TERM REUSABLE MACHO JIC 1""X1"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385150	"TERM REUSABLE MACHO JIC 1/4""X1/4"""	"TERM REUSABLE MACHO JIC 1/4""X1/4"""	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385151	"TERM REUSABLE MACHO JIC 5/16""X5/16"""	"TERM REUSABLE MACHO JIC 5/16""X5/16"""	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									und														und																														W		0	tYES																															und																																																																																				1100	1	38
11001385152	"TERM REUSABLE MACHO JIC 3/8""X3/8"""	"TERM REUSABLE MACHO JIC 3/8""X3/8"""	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385153	"TERM REUSABLE MACHO JIC 1/2""X1/2"""	"TERM REUSABLE MACHO JIC 1/2""X1/2"""	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									und														und																														W		0	tYES																															UND																																																																																				1100	1	38
11001385154	"TERM REUSABLE RECTO HEM 5/16""X1/4"""	"TERM REUSABLE RECTO HEM 5/16""X1/4"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385155	"TERM REUSABLE RECTO HEM 5/16""X5/16"""	"TERM REUSABLE RECTO HEM 5/16""X5/16"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385156	"TERM REUSABLE RECTO HEMBRA 3/8""X1/4"""	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									NULL														NULL																														W		0	tYES																															NULL																																																																																				1100	1	38
11001385157	"TERM REUSABLE RECTO HEMBRA 3/8""X5/16"""	"TERM REUSABLE RECTO HEMBRA 3/8""X5/16"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385158	"TERM REUSABLE RECTO HEMBRA 3/8""X1/2"""	"TERM REUSABLE RECTO HEMBRA 3/8""X1/2"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UIND																																																																																				1100	1	38
11001385159	"TERM REUSABLE RECTO HEMBRA 5/8""X3/4"""	"TERM REUSABLE RECTO HEMBRA 5/8""X3/4"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385160	"TERM REUSABLE RECTO HEM 1-1/4""X1-1/4"""	"TERM REUSABLE RECTO HEM 1-1/4""X1-1/4"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385161	"TERM REUSABLE RECTO HEM 1-1/2""X1-1/2"""	"TERM REUSABLE RECTO HEM 1-1/2""X1-1/2"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
11001385162	"TERM REUSABLE RECTO HEM 1/2""X1/2"""	"TERM REUSABLE RECTO HEM 1/2""X1/2"""	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				1100	1	38
